file_name,place_name,file_2_name,prefecture,map_warper_url,stanford_url
538.tif,竹田,xn340mq1056,43,https://mapwarper.h-gis.jp/maps/538,http://purl.stanford.edu/xn340mq1056
539.tif,三重町,xc320wz4170,44,https://mapwarper.h-gis.jp/maps/539,http://purl.stanford.edu/xc320wz4170
540.tif,佐伯,md155mp7573,44,https://mapwarper.h-gis.jp/maps/540,http://purl.stanford.edu/md155mp7573
541.tif,伊予鹿島,th329vy2027,44,https://mapwarper.h-gis.jp/maps/541,http://purl.stanford.edu/th329vy2027
542.tif,宿毛,qx197rw0921,38,https://mapwarper.h-gis.jp/maps/542,http://purl.stanford.edu/qx197rw0921
543.tif,肥前平島,bd799xb6405,42,https://mapwarper.h-gis.jp/maps/543,http://purl.stanford.edu/bd799xb6405
544.tif,立串,rj729mg4908,42,https://mapwarper.h-gis.jp/maps/544,http://purl.stanford.edu/rj729mg4908
545.tif,肥前江島,dt074vm2716,42,https://mapwarper.h-gis.jp/maps/545,http://purl.stanford.edu/dt074vm2716
546.tif,佐世保南部,qx064bv2699,42,https://mapwarper.h-gis.jp/maps/546,http://purl.stanford.edu/qx064bv2699
547.tif,早岐,hs656vv7569,42,https://mapwarper.h-gis.jp/maps/547,http://purl.stanford.edu/hs656vv7569
548.tif,鹿島,ws632tw6500,41,https://mapwarper.h-gis.jp/maps/548,http://purl.stanford.edu/ws632tw6500
549.tif,大牟田,ds127xw0869,41,https://mapwarper.h-gis.jp/maps/549,http://purl.stanford.edu/ds127xw0869
550.tif,八方ヶ岳,ny016km4027,40,https://mapwarper.h-gis.jp/maps/550,http://purl.stanford.edu/ny016km4027
551.tif,宮原,mr794wr9218,44,https://mapwarper.h-gis.jp/maps/551,http://purl.stanford.edu/mr794wr9218
552.tif,久住,fx540yy3714,44,https://mapwarper.h-gis.jp/maps/552,http://purl.stanford.edu/fx540yy3714
553.tif,犬飼,tt188hg1408,44,https://mapwarper.h-gis.jp/maps/553,http://purl.stanford.edu/tt188hg1408
554.tif,保戸島,jw276cc9711,44,https://mapwarper.h-gis.jp/maps/554,http://purl.stanford.edu/jw276cc9711
555.tif,魚神山,sh248xs3251,38,https://mapwarper.h-gis.jp/maps/555,http://purl.stanford.edu/sh248xs3251
556.tif,岩松,dp550mn6891,38,https://mapwarper.h-gis.jp/maps/556,http://purl.stanford.edu/dp550mn6891
557.tif,土佐佐賀,zc089kv5918,39,https://mapwarper.h-gis.jp/maps/557,http://purl.stanford.edu/zc089kv5918
558.tif,八丈島,xx013fh8315,13,https://mapwarper.h-gis.jp/maps/558,http://purl.stanford.edu/xx013fh8315
559.tif,肥前赤島,qw472hz0816,42,https://mapwarper.h-gis.jp/maps/559,http://purl.stanford.edu/qw472hz0816
560.tif,小値賀島,sk046fd8562,42,https://mapwarper.h-gis.jp/maps/560,http://purl.stanford.edu/sk046fd8562
561.tif,志々伎,dd396cx7334,42,https://mapwarper.h-gis.jp/maps/561,http://purl.stanford.edu/dd396cx7334
562.tif,佐世保,tt933zv7497,42,https://mapwarper.h-gis.jp/maps/562,http://purl.stanford.edu/tt933zv7497
563.tif,武雄,xg366fh8572,41,https://mapwarper.h-gis.jp/maps/563,http://purl.stanford.edu/xg366fh8572
564.tif,佐賀,pt331jg1774,41,https://mapwarper.h-gis.jp/maps/564,http://purl.stanford.edu/pt331jg1774
565.tif,久留米,mz024xw7858,41,https://mapwarper.h-gis.jp/maps/565,http://purl.stanford.edu/mz024xw7858
566.tif,日田,sn081pt1382,40,https://mapwarper.h-gis.jp/maps/566,http://purl.stanford.edu/sn081pt1382
567.tif,森,jc668yw2909,44,https://mapwarper.h-gis.jp/maps/567,http://purl.stanford.edu/jc668yw2909
568.tif,別府,kf004rh9026,44,https://mapwarper.h-gis.jp/maps/568,http://purl.stanford.edu/kf004rh9026
569.tif,大分,sk712hb2764,44,https://mapwarper.h-gis.jp/maps/569,http://purl.stanford.edu/sk712hb2764
570.tif,佐賀関,gd768hw1348,44,https://mapwarper.h-gis.jp/maps/570,http://purl.stanford.edu/gd768hw1348
571.tif,伊予高山,sw890br0330,38,https://mapwarper.h-gis.jp/maps/571,http://purl.stanford.edu/sw890br0330
572.tif,宇和島,jz326fh4144,38,https://mapwarper.h-gis.jp/maps/572,http://purl.stanford.edu/jz326fh4144
573.tif,田野々,cd838ff6497,38,https://mapwarper.h-gis.jp/maps/573,http://purl.stanford.edu/cd838ff6497
574.tif,窪川,jk267xq2796,39,https://mapwarper.h-gis.jp/maps/574,http://purl.stanford.edu/jk267xq2796
575.tif,一子碆,pq363np2665,39,https://mapwarper.h-gis.jp/maps/575,http://purl.stanford.edu/pq363np2665
576.tif,室戸岬,cx900nx8035,39,https://mapwarper.h-gis.jp/maps/576,http://purl.stanford.edu/cx900nx8035
577.tif,生月,dw364cq1965,42,https://mapwarper.h-gis.jp/maps/577,http://purl.stanford.edu/dw364cq1965
578.tif,平戸,zb514rh2538,42,https://mapwarper.h-gis.jp/maps/578,http://purl.stanford.edu/zb514rh2538
579.tif,浜崎,wt392ks3119,41,https://mapwarper.h-gis.jp/maps/579,http://purl.stanford.edu/wt392ks3119
580.tif,脊振山,wj962fq4768,40,https://mapwarper.h-gis.jp/maps/580,http://purl.stanford.edu/wj962fq4768
581.tif,甘木,st141rt0255,40,https://mapwarper.h-gis.jp/maps/581,http://purl.stanford.edu/st141rt0255
582.tif,吉井,wh756fj5956,40,https://mapwarper.h-gis.jp/maps/582,http://purl.stanford.edu/wh756fj5956
583.tif,耶馬溪,kx859pz0291,40,https://mapwarper.h-gis.jp/maps/583,http://purl.stanford.edu/kx859pz0291
584.tif,豊岡,nf479nb1236,44,https://mapwarper.h-gis.jp/maps/584,http://purl.stanford.edu/nf479nb1236
585.tif,豊後杵築,yk316wx6106,44,https://mapwarper.h-gis.jp/maps/585,http://purl.stanford.edu/yk316wx6106
586.tif,伊予三崎,py479js2630,38,https://mapwarper.h-gis.jp/maps/586,http://purl.stanford.edu/py479js2630
587.tif,八幡浜,kh334rm6419,38,https://mapwarper.h-gis.jp/maps/587,http://purl.stanford.edu/kh334rm6419
588.tif,卯之町,xb337qj2953,38,https://mapwarper.h-gis.jp/maps/588,http://purl.stanford.edu/xb337qj2953
589.tif,新田,tm325pd1757,38,https://mapwarper.h-gis.jp/maps/589,http://purl.stanford.edu/tm325pd1757
590.tif,須崎,gp504bm0782,39,https://mapwarper.h-gis.jp/maps/590,http://purl.stanford.edu/gp504bm0782
591.tif,土佐長浜,mj419xx5288,39,https://mapwarper.h-gis.jp/maps/591,http://purl.stanford.edu/mj419xx5288
592.tif,安芸,rh866tp1958,39,https://mapwarper.h-gis.jp/maps/592,http://purl.stanford.edu/rh866tp1958
593.tif,奈半利,rj182gy5789,39,https://mapwarper.h-gis.jp/maps/593,http://purl.stanford.edu/rj182gy5789
594.tif,二神島,ns269cv9086,42,https://mapwarper.h-gis.jp/maps/594,http://purl.stanford.edu/ns269cv9086
595.tif,福岡,pd143yg6807,40,https://mapwarper.h-gis.jp/maps/595,http://purl.stanford.edu/pd143yg6807
596.tif,太宰府,yg959ng1802,40,https://mapwarper.h-gis.jp/maps/596,http://purl.stanford.edu/yg959ng1802
597.tif,田川,xc588bx6283,40,https://mapwarper.h-gis.jp/maps/597,http://purl.stanford.edu/xc588bx6283
598.tif,中津,gn664hn9288,40,https://mapwarper.h-gis.jp/maps/598,http://purl.stanford.edu/gn664hn9288
599.tif,宇佐,xf384qv4312,40,https://mapwarper.h-gis.jp/maps/599,http://purl.stanford.edu/xf384qv4312
600.tif,鶴川,fc081pc2550,44,https://mapwarper.h-gis.jp/maps/600,http://purl.stanford.edu/fc081pc2550
601.tif,伊予長浜,dy815pf0341,35,https://mapwarper.h-gis.jp/maps/601,http://purl.stanford.edu/dy815pf0341
602.tif,大洲,zk850wh7864,38,https://mapwarper.h-gis.jp/maps/602,http://purl.stanford.edu/zk850wh7864
603.tif,久万,vc192kw6218,38,https://mapwarper.h-gis.jp/maps/603,http://purl.stanford.edu/vc192kw6218
604.tif,上土居,hz080ty2250,38,https://mapwarper.h-gis.jp/maps/604,http://purl.stanford.edu/hz080ty2250
605.tif,伊野,ts185hd1186,39,https://mapwarper.h-gis.jp/maps/605,http://purl.stanford.edu/ts185hd1186
606.tif,高知,kt574kg1764,39,https://mapwarper.h-gis.jp/maps/606,http://purl.stanford.edu/kt574kg1764
607.tif,手結,fc881vc8289,39,https://mapwarper.h-gis.jp/maps/607,http://purl.stanford.edu/fc881vc8289
608.tif,馬路,pk772mb6492,39,https://mapwarper.h-gis.jp/maps/608,http://purl.stanford.edu/pk772mb6492
609.tif,甲浦,xk804dv4811,36,https://mapwarper.h-gis.jp/maps/609,http://purl.stanford.edu/xk804dv4811
610.tif,周参見,xp912ry0126,30,https://mapwarper.h-gis.jp/maps/610,http://purl.stanford.edu/xp912ry0126
611.tif,藺灘波島,vb910sy6901,13,https://mapwarper.h-gis.jp/maps/611,http://purl.stanford.edu/vb910sy6901
612.tif,勝本,sh825sk5009,42,https://mapwarper.h-gis.jp/maps/612,http://purl.stanford.edu/sh825sk5009
613.tif,勝本,vh864ws4779,42,https://mapwarper.h-gis.jp/maps/613,http://purl.stanford.edu/vh864ws4779
614.tif,姫島,mb170qd9385,35,https://mapwarper.h-gis.jp/maps/614,http://purl.stanford.edu/mb170qd9385
615.tif,光,gn994sd6325,35,https://mapwarper.h-gis.jp/maps/615,http://purl.stanford.edu/gn994sd6325
616.tif,青島,gg907bj1315,35,https://mapwarper.h-gis.jp/maps/616,http://purl.stanford.edu/gg907bj1315
617.tif,郡中,kc437hn2950,35,https://mapwarper.h-gis.jp/maps/617,http://purl.stanford.edu/kc437hn2950
618.tif,松山南部,gh183vg1700,38,https://mapwarper.h-gis.jp/maps/618,http://purl.stanford.edu/gh183vg1700
619.tif,石鎚山,cd627hc8769,38,https://mapwarper.h-gis.jp/maps/619,http://purl.stanford.edu/cd627hc8769
620.tif,日比原,tf152xb2058,38,https://mapwarper.h-gis.jp/maps/620,http://purl.stanford.edu/tf152xb2058
621.tif,本山,bn334tq8341,38,https://mapwarper.h-gis.jp/maps/621,http://purl.stanford.edu/bn334tq8341
622.tif,大栃,gw681bj5672,36,https://mapwarper.h-gis.jp/maps/622,http://purl.stanford.edu/gw681bj5672
623.tif,北川,rv016dr9614,36,https://mapwarper.h-gis.jp/maps/623,http://purl.stanford.edu/rv016dr9614
624.tif,桜谷,ft434wf7214,36,https://mapwarper.h-gis.jp/maps/624,http://purl.stanford.edu/ft434wf7214
625.tif,日和佐,cm756hk3982,36,https://mapwarper.h-gis.jp/maps/625,http://purl.stanford.edu/cm756hk3982
626.tif,勝本,fn134dh3479,42,https://mapwarper.h-gis.jp/maps/626,http://purl.stanford.edu/fn134dh3479
627.tif,神湊,vd959jj3019,40,https://mapwarper.h-gis.jp/maps/627,http://purl.stanford.edu/vd959jj3019
628.tif,宇部東部,nk151st9760,35,https://mapwarper.h-gis.jp/maps/628,http://purl.stanford.edu/nk151st9760
629.tif,光,wh761pz0866,35,https://mapwarper.h-gis.jp/maps/629,http://purl.stanford.edu/wh761pz0866
630.tif,松山北部,mk321dw7190,38,https://mapwarper.h-gis.jp/maps/630,http://purl.stanford.edu/mk321dw7190
631.tif,西条,rf536dm7773,38,https://mapwarper.h-gis.jp/maps/631,http://purl.stanford.edu/rf536dm7773
632.tif,新居浜,fv486qn4671,38,https://mapwarper.h-gis.jp/maps/632,http://purl.stanford.edu/fv486qn4671
633.tif,伊予三島,th608pv6340,38,https://mapwarper.h-gis.jp/maps/633,http://purl.stanford.edu/th608pv6340
634.tif,川口,yk438hm3351,37,https://mapwarper.h-gis.jp/maps/634,http://purl.stanford.edu/yk438hm3351
635.tif,剣山,pz249fk8360,36,https://mapwarper.h-gis.jp/maps/635,http://purl.stanford.edu/pz249fk8360
636.tif,雲早山,vx372tw0177,36,https://mapwarper.h-gis.jp/maps/636,http://purl.stanford.edu/vx372tw0177
637.tif,阿波富岡,mk762zm1375,36,https://mapwarper.h-gis.jp/maps/637,http://purl.stanford.edu/mk762zm1375
638.tif,伊島,tc967wq6930,36,https://mapwarper.h-gis.jp/maps/638,http://purl.stanford.edu/tc967wq6930
639.tif,木本,nz086xv6429,24,https://mapwarper.h-gis.jp/maps/639,http://purl.stanford.edu/nz086xv6429
640.tif,厳原,nm091sc5933,42,https://mapwarper.h-gis.jp/maps/640,http://purl.stanford.edu/nm091sc5933
641.tif,久和,tt234py1601,42,https://mapwarper.h-gis.jp/maps/641,http://purl.stanford.edu/tt234py1601
642.tif,小郡,gc985qm5164,35,https://mapwarper.h-gis.jp/maps/642,http://purl.stanford.edu/gc985qm5164
643.tif,防府,vn274cj7071,35,https://mapwarper.h-gis.jp/maps/643,http://purl.stanford.edu/vn274cj7071
644.tif,徳山,mk276yp6521,35,https://mapwarper.h-gis.jp/maps/644,http://purl.stanford.edu/mk276yp6521
645.tif,岩国,dt241rp8216,35,https://mapwarper.h-gis.jp/maps/645,http://purl.stanford.edu/dt241rp8216
646.tif,柱島,rd169tz2278,35,https://mapwarper.h-gis.jp/maps/646,http://purl.stanford.edu/rd169tz2278
647.tif,倉橋島,rf724qt0024,34,https://mapwarper.h-gis.jp/maps/647,http://purl.stanford.edu/rf724qt0024
648.tif,今治西部,qs976ys7785,34,https://mapwarper.h-gis.jp/maps/648,http://purl.stanford.edu/qs976ys7785
649.tif,今治東部,dx515ys8232,38,https://mapwarper.h-gis.jp/maps/649,http://purl.stanford.edu/dx515ys8232
650.tif,股島,zn547kg3314,38,https://mapwarper.h-gis.jp/maps/650,http://purl.stanford.edu/zn547kg3314
651.tif,観音寺,df979dk7295,37,https://mapwarper.h-gis.jp/maps/651,http://purl.stanford.edu/df979dk7295
652.tif,池田,sm762sy4211,37,https://mapwarper.h-gis.jp/maps/652,http://purl.stanford.edu/sm762sy4211
653.tif,脇町,kq800sx4969,37,https://mapwarper.h-gis.jp/maps/653,http://purl.stanford.edu/kq800sx4969
654.tif,川島,gk682zw1950,37,https://mapwarper.h-gis.jp/maps/654,http://purl.stanford.edu/gk682zw1950
655.tif,海南,fm207tv8865,28,https://mapwarper.h-gis.jp/maps/655,http://purl.stanford.edu/fm207tv8865
656.tif,島勝浦,vd339xd2901,24,https://mapwarper.h-gis.jp/maps/656,http://purl.stanford.edu/vd339xd2901
657.tif,三宅島西部,fn026xh1192,13,https://mapwarper.h-gis.jp/maps/657,http://purl.stanford.edu/fn026xh1192
658.tif,三宅島,kv658gg8766,13,https://mapwarper.h-gis.jp/maps/658,http://purl.stanford.edu/kv658gg8766
659.tif,厳原,rt220rs8653,42,https://mapwarper.h-gis.jp/maps/659,http://purl.stanford.edu/rt220rs8653
660.tif,仁位・厳原,dw111bp8366,42,https://mapwarper.h-gis.jp/maps/660,http://purl.stanford.edu/dw111bp8366
661.tif,沖島,mf036js1377,40,https://mapwarper.h-gis.jp/maps/661,http://purl.stanford.edu/mf036js1377
662.tif,小串,wf092qs1325,35,https://mapwarper.h-gis.jp/maps/662,http://purl.stanford.edu/wf092qs1325
663.tif,山口,pw848gp7784,35,https://mapwarper.h-gis.jp/maps/663,http://purl.stanford.edu/pw848gp7784
664.tif,長門峡,wm138my5304,35,https://mapwarper.h-gis.jp/maps/664,http://purl.stanford.edu/wm138my5304
665.tif,鹿野,pm157zg9222,35,https://mapwarper.h-gis.jp/maps/665,http://purl.stanford.edu/pm157zg9222
666.tif,大竹,jn665qt1277,32,https://mapwarper.h-gis.jp/maps/666,http://purl.stanford.edu/jn665qt1277
667.tif,厳島,ht634yt7907,34,https://mapwarper.h-gis.jp/maps/667,http://purl.stanford.edu/ht634yt7907
668.tif,呉,cr849mt4398,34,https://mapwarper.h-gis.jp/maps/668,http://purl.stanford.edu/cr849mt4398
669.tif,三津,dh696gr6979,34,https://mapwarper.h-gis.jp/maps/669,http://purl.stanford.edu/dh696gr6979
670.tif,土生,sb883sp1598,34,https://mapwarper.h-gis.jp/maps/670,http://purl.stanford.edu/sb883sp1598
671.tif,魚島,qh077wz3526,34,https://mapwarper.h-gis.jp/maps/671,http://purl.stanford.edu/qh077wz3526
672.tif,仁尾,rz472fc3327,34,https://mapwarper.h-gis.jp/maps/672,http://purl.stanford.edu/rz472fc3327
673.tif,丸亀,ns594cf3404,37,https://mapwarper.h-gis.jp/maps/673,http://purl.stanford.edu/ns594cf3404
674.tif,高松南部,kh151pm7941,37,https://mapwarper.h-gis.jp/maps/674,http://purl.stanford.edu/kh151pm7941
675.tif,三本松,qh748sk5173,37,https://mapwarper.h-gis.jp/maps/675,http://purl.stanford.edu/qh748sk5173
676.tif,由良,mf128yc2094,28,https://mapwarper.h-gis.jp/maps/676,http://purl.stanford.edu/mf128yc2094
677.tif,大台ヶ原山,nq708ty2205,29,https://mapwarper.h-gis.jp/maps/677,http://purl.stanford.edu/nq708ty2205
678.tif,神津島,tz478wq4263,22,https://mapwarper.h-gis.jp/maps/678,http://purl.stanford.edu/tz478wq4263
679.tif,三根・仁位,sd811vm1689,42,https://mapwarper.h-gis.jp/maps/679,http://purl.stanford.edu/sd811vm1689
680.tif,仙崎,wb288mx8494,35,https://mapwarper.h-gis.jp/maps/680,http://purl.stanford.edu/wb288mx8494
681.tif,萩,zr497wh6869,35,https://mapwarper.h-gis.jp/maps/681,http://purl.stanford.edu/zr497wh6869
682.tif,徳佐中,nr035js7372,35,https://mapwarper.h-gis.jp/maps/682,http://purl.stanford.edu/nr035js7372
683.tif,津和野,ts051jw6546,32,https://mapwarper.h-gis.jp/maps/683,http://purl.stanford.edu/ts051jw6546
684.tif,津田,ht453ym9138,32,https://mapwarper.h-gis.jp/maps/684,http://purl.stanford.edu/ht453ym9138
685.tif,広島,tc849qk5117,34,https://mapwarper.h-gis.jp/maps/685,http://purl.stanford.edu/tc849qk5117
686.tif,海田市,pc233kq4590,34,https://mapwarper.h-gis.jp/maps/686,http://purl.stanford.edu/pc233kq4590
687.tif,竹原,xb918gr2543,34,https://mapwarper.h-gis.jp/maps/687,http://purl.stanford.edu/xb918gr2543
688.tif,尾道,nr715jf1168,34,https://mapwarper.h-gis.jp/maps/688,http://purl.stanford.edu/nr715jf1168
689.tif,福山,ch529pv2312,34,https://mapwarper.h-gis.jp/maps/689,http://purl.stanford.edu/ch529pv2312
690.tif,寄島,kg387mv8230,33,https://mapwarper.h-gis.jp/maps/690,http://purl.stanford.edu/kg387mv8230
691.tif,玉野,jz771kc5841,33,https://mapwarper.h-gis.jp/maps/691,http://purl.stanford.edu/jz771kc5841
692.tif,高松,fc320nd6540,33,https://mapwarper.h-gis.jp/maps/692,http://purl.stanford.edu/fc320nd6540
693.tif,草壁,sj109pm7457,37,https://mapwarper.h-gis.jp/maps/693,http://purl.stanford.edu/sj109pm7457
694.tif,洲本,sy260xs1642,28,https://mapwarper.h-gis.jp/maps/694,http://purl.stanford.edu/sy260xs1642
695.tif,尾崎,cp082fw2198,28,https://mapwarper.h-gis.jp/maps/695,http://purl.stanford.edu/cp082fw2198
696.tif,高見山,mv462wr8279,29,https://mapwarper.h-gis.jp/maps/696,http://purl.stanford.edu/mv462wr8279
697.tif,丹生,ky890ww0919,24,https://mapwarper.h-gis.jp/maps/697,http://purl.stanford.edu/ky890ww0919
698.tif,伊勢,hp452sf7379,24,https://mapwarper.h-gis.jp/maps/698,http://purl.stanford.edu/hp452sf7379
699.tif,鳥羽,rg923dm4940,24,https://mapwarper.h-gis.jp/maps/699,http://purl.stanford.edu/rg923dm4940
700.tif,佐須奈・三根,fp266ws7681,42,https://mapwarper.h-gis.jp/maps/700,http://purl.stanford.edu/fp266ws7681
701.tif,相島,pj737fs4055,35,https://mapwarper.h-gis.jp/maps/701,http://purl.stanford.edu/pj737fs4055
702.tif,須佐,cx250qw4471,35,https://mapwarper.h-gis.jp/maps/702,http://purl.stanford.edu/cx250qw4471
703.tif,日原,wh968gg9235,32,https://mapwarper.h-gis.jp/maps/703,http://purl.stanford.edu/wh968gg9235
704.tif,三段峡,nr363dg6028,32,https://mapwarper.h-gis.jp/maps/704,http://purl.stanford.edu/nr363dg6028
705.tif,加計,bz893tj4019,34,https://mapwarper.h-gis.jp/maps/705,http://purl.stanford.edu/bz893tj4019
706.tif,可部,qk048gy1833,34,https://mapwarper.h-gis.jp/maps/706,http://purl.stanford.edu/qk048gy1833
707.tif,乃美,jy188yz0449,34,https://mapwarper.h-gis.jp/maps/707,http://purl.stanford.edu/jy188yz0449
708.tif,府中,nw775hk5356,34,https://mapwarper.h-gis.jp/maps/708,http://purl.stanford.edu/nw775hk5356
709.tif,井原,cb396yk4396,34,https://mapwarper.h-gis.jp/maps/709,http://purl.stanford.edu/cb396yk4396
710.tif,玉島,fk724yf3779,33,https://mapwarper.h-gis.jp/maps/710,http://purl.stanford.edu/fk724yf3779
711.tif,岡山南部,wp680hb0798,33,https://mapwarper.h-gis.jp/maps/711,http://purl.stanford.edu/wp680hb0798
712.tif,西大寺,pr138wc0512,33,https://mapwarper.h-gis.jp/maps/712,http://purl.stanford.edu/pr138wc0512
713.tif,寒霞溪,qw620qn7503,33,https://mapwarper.h-gis.jp/maps/713,http://purl.stanford.edu/qw620qn7503
714.tif,名張,yc725fb6183,29,https://mapwarper.h-gis.jp/maps/714,http://purl.stanford.edu/yc725fb6183
715.tif,二本木,tz061mv2882,24,https://mapwarper.h-gis.jp/maps/715,http://purl.stanford.edu/tz061mv2882
716.tif,松阪,jn453wt5268,24,https://mapwarper.h-gis.jp/maps/716,http://purl.stanford.edu/jn453wt5268
717.tif,答志,sk527vg4072,24,https://mapwarper.h-gis.jp/maps/717,http://purl.stanford.edu/sk527vg4072
718.tif,伊良湖岬,gn373xz2968,23,https://mapwarper.h-gis.jp/maps/718,http://purl.stanford.edu/gn373xz2968
719.tif,田原,tm638ys7585,23,https://mapwarper.h-gis.jp/maps/719,http://purl.stanford.edu/tm638ys7585
720.tif,掛塚,hb141xt5954,22,https://mapwarper.h-gis.jp/maps/720,http://purl.stanford.edu/hb141xt5954
721.tif,御前崎,sr504yp5720,22,https://mapwarper.h-gis.jp/maps/721,http://purl.stanford.edu/sr504yp5720
722.tif,神子元島,bb284df4131,22,https://mapwarper.h-gis.jp/maps/722,http://purl.stanford.edu/bb284df4131
723.tif,泉,gm644vm5550,42,https://mapwarper.h-gis.jp/maps/723,http://purl.stanford.edu/gm644vm5550
724.tif,見島,xq579gv7298,35,https://mapwarper.h-gis.jp/maps/724,http://purl.stanford.edu/xq579gv7298
725.tif,飯浦,hp782kb4522,35,https://mapwarper.h-gis.jp/maps/725,http://purl.stanford.edu/hp782kb4522
726.tif,益田,xh912vh6330,32,https://mapwarper.h-gis.jp/maps/726,http://purl.stanford.edu/xh912vh6330
727.tif,木都賀,nf185hs3085,32,https://mapwarper.h-gis.jp/maps/727,http://purl.stanford.edu/nf185hs3085
728.tif,大朝,nh911ws5697,32,https://mapwarper.h-gis.jp/maps/728,http://purl.stanford.edu/nh911ws5697
729.tif,八重,bh620nj4829,32,https://mapwarper.h-gis.jp/maps/729,http://purl.stanford.edu/bh620nj4829
730.tif,三次,qj804hg4646,32,https://mapwarper.h-gis.jp/maps/730,http://purl.stanford.edu/qj804hg4646
731.tif,上下,jq994gr3905,34,https://mapwarper.h-gis.jp/maps/731,http://purl.stanford.edu/jq994gr3905
732.tif,油木,fq215kp3181,34,https://mapwarper.h-gis.jp/maps/732,http://purl.stanford.edu/fq215kp3181
733.tif,高梁,tr178gz6698,33,https://mapwarper.h-gis.jp/maps/733,http://purl.stanford.edu/tr178gz6698
734.tif,岡山北部,fm307cb5529,33,https://mapwarper.h-gis.jp/maps/734,http://purl.stanford.edu/fm307cb5529
735.tif,和気,gm798jh2535,33,https://mapwarper.h-gis.jp/maps/735,http://purl.stanford.edu/gm798jh2535
736.tif,播州赤穂,hm312rs6022,33,https://mapwarper.h-gis.jp/maps/736,http://purl.stanford.edu/hm312rs6022
737.tif,姫路,yh500hw9410,28,https://mapwarper.h-gis.jp/maps/737,http://purl.stanford.edu/yh500hw9410
738.tif,高砂,hq276sg8904,28,https://mapwarper.h-gis.jp/maps/738,http://purl.stanford.edu/hq276sg8904
739.tif,神戸,fs206br6980,28,https://mapwarper.h-gis.jp/maps/739,http://purl.stanford.edu/fs206br6980
740.tif,上野,hv165pd0277,25,https://mapwarper.h-gis.jp/maps/740,http://purl.stanford.edu/hv165pd0277
741.tif,津西部,hv645yr5295,24,https://mapwarper.h-gis.jp/maps/741,http://purl.stanford.edu/hv645yr5295
742.tif,津東部,tq571dz3457,24,https://mapwarper.h-gis.jp/maps/742,http://purl.stanford.edu/tq571dz3457
743.tif,師崎,dy796dh5293,24,https://mapwarper.h-gis.jp/maps/743,http://purl.stanford.edu/dy796dh5293
744.tif,蒲郡,jc807hk6099,23,https://mapwarper.h-gis.jp/maps/744,http://purl.stanford.edu/jc807hk6099
745.tif,豊橋,ff799jk1386,23,https://mapwarper.h-gis.jp/maps/745,http://purl.stanford.edu/ff799jk1386
746.tif,浜松,xg014nx9989,23,https://mapwarper.h-gis.jp/maps/746,http://purl.stanford.edu/xg014nx9989
747.tif,掛川,wt474xd1980,22,https://mapwarper.h-gis.jp/maps/747,http://purl.stanford.edu/wt474xd1980
748.tif,住吉,gt070wq3953,22,https://mapwarper.h-gis.jp/maps/748,http://purl.stanford.edu/gt070wq3953
749.tif,下田,gr879kq7122,22,https://mapwarper.h-gis.jp/maps/749,http://purl.stanford.edu/gr879kq7122
750.tif,浜田,mc048yw8722,32,https://mapwarper.h-gis.jp/maps/750,http://purl.stanford.edu/mc048yw8722
751.tif,川本,cv415gr4257,32,https://mapwarper.h-gis.jp/maps/751,http://purl.stanford.edu/cv415gr4257
752.tif,赤名,fd867ny9894,32,https://mapwarper.h-gis.jp/maps/752,http://purl.stanford.edu/fd867ny9894
753.tif,上布野,yv728kq0255,32,https://mapwarper.h-gis.jp/maps/753,http://purl.stanford.edu/yv728kq0255
754.tif,庄原,kw482mf6962,34,https://mapwarper.h-gis.jp/maps/754,http://purl.stanford.edu/kw482mf6962
755.tif,新見,xb778gc1649,34,https://mapwarper.h-gis.jp/maps/755,http://purl.stanford.edu/xb778gc1649
756.tif,呰部,wr869qt1970,33,https://mapwarper.h-gis.jp/maps/756,http://purl.stanford.edu/wr869qt1970
757.tif,福渡,jk730js9540,33,https://mapwarper.h-gis.jp/maps/757,http://purl.stanford.edu/jk730js9540
758.tif,周匝,rx020vy8442,33,https://mapwarper.h-gis.jp/maps/758,http://purl.stanford.edu/rx020vy8442
759.tif,上郡,wn566zw2311,33,https://mapwarper.h-gis.jp/maps/759,http://purl.stanford.edu/wn566zw2311
760.tif,龍野,sm861sy0340,28,https://mapwarper.h-gis.jp/maps/760,http://purl.stanford.edu/sm861sy0340
761.tif,北条,mn364wg3445,28,https://mapwarper.h-gis.jp/maps/761,http://purl.stanford.edu/mn364wg3445
762.tif,三田,bh342dt9740,28,https://mapwarper.h-gis.jp/maps/762,http://purl.stanford.edu/bh342dt9740
763.tif,水口,wd257hg3275,25,https://mapwarper.h-gis.jp/maps/763,http://purl.stanford.edu/wd257hg3275
764.tif,亀山,hb231kv2990,25,https://mapwarper.h-gis.jp/maps/764,http://purl.stanford.edu/hb231kv2990
765.tif,四日市,xn676ww3069,24,https://mapwarper.h-gis.jp/maps/765,http://purl.stanford.edu/xn676ww3069
766.tif,半田,fr012yv8846,24,https://mapwarper.h-gis.jp/maps/766,http://purl.stanford.edu/fr012yv8846
767.tif,岡崎,kr585qy0167,23,https://mapwarper.h-gis.jp/maps/767,http://purl.stanford.edu/kr585qy0167
768.tif,御油,mn218px2291,23,https://mapwarper.h-gis.jp/maps/768,http://purl.stanford.edu/mn218px2291
